India	3091	3096	2014	3152	3156	Doc1	POP	0.0	The electricity sector in India had an installed capacity of 250.256 GW as of end July 2014. 1.0
IEA	3175	3178	1,038	3227	3232	Doc1	ELEC	0.0	According to the IEA the Russian gross production of electricity was 1,038 TWh in 2008 and 930 TWh in 2004 giving the 4 th top position among the world producers in 2008. NaN
IEA	3175	3178	2008	3240	3244	Doc1	POP	0.0	According to the IEA the Russian gross production of electricity was 1,038 TWh in 2008 and 930 TWh in 2004 giving the 4 th top position among the world producers in 2008. 1.0
IEA	3175	3178	930	3249	3252	Doc1	ELEC	0.0	According to the IEA the Russian gross production of electricity was 1,038 TWh in 2008 and 930 TWh in 2004 giving the 4 th top position among the world producers in 2008. 1.0
russian	3183	3190	1,038	3227	3232	Doc1	ELEC	0.0	According to the IEA the Russian gross production of electricity was 1,038 TWh in 2008 and 930 TWh in 2004 giving the 4 th top position among the world producers in 2008. NaN
russian	3183	3190	2008	3240	3244	Doc1	POP	0.0	According to the IEA the Russian gross production of electricity was 1,038 TWh in 2008 and 930 TWh in 2004 giving the 4 th top position among the world producers in 2008. 1.0
russian	3183	3190	930	3249	3252	Doc1	ELEC	0.0	According to the IEA the Russian gross production of electricity was 1,038 TWh in 2008 and 930 TWh in 2004 giving the 4 th top position among the world producers in 2008. NaN
russian	3183	3190	2004	3260	3264	Doc1	POP	0.0	According to the IEA the Russian gross production of electricity was 1,038 TWh in 2008 and 930 TWh in 2004 giving the 4 th top position among the world producers in 2008. 0.9988714600815973
russian	3183	3190	2008	3323	3327	Doc1	POP	0.0	According to the IEA the Russian gross production of electricity was 1,038 TWh in 2008 and 930 TWh in 2004 giving the 4 th top position among the world producers in 2008. 0.9215727343178708
Russia	3417	3423	2011	3332	3336	Doc1	POP	0.0	In 2011, electric power generation totaled approximately 996 billion kilowatthours, and Russia consumed about 861 billion kilowatthours. 0.9983903373438393
Russia	3417	3423	996 billion kilowatthor	3386	3411	Doc1	POP	0.0	In 2011, electric power generation totaled approximately 996 billion kilowatthours, and Russia consumed about 861 billion kilowatthours. NaN
Russia	3417	3423	861 billion kilowatthor	3439	3464	Doc1	POP	0.0	In 2011, electric power generation totaled approximately 996 billion kilowatthours, and Russia consumed about 861 billion kilowatthours. NaN
UK	3576	3578	2009	3492	3496	Doc1	POP	0.0	Latest figures (published 2009) show that there was a 0.4% decrease in the total supply of electricity in the UK in 2008, to 399.6 TWh. 0.9990920327999615
UK	3576	3578	2008	3582	3586	Doc1	POP	0.0	Latest figures (published 2009) show that there was a 0.4% decrease in the total supply of electricity in the UK in 2008, to 399.6 TWh. 1.0
UK	3576	3578	399.6	3591	3596	Doc1	ELEC	0.0	Latest figures (published 2009) show that there was a 0.4% decrease in the total supply of electricity in the UK in 2008, to 399.6 TWh. 1.0
Germany	3610	3617	2013	3605	3609	Doc1	POP	0.0	In 2013 Germany's electricity production reached 631.4 TWh. 1.0
Germany	3610	3617	631.4	3651	3656	Doc1	ELEC	0.0	In 2013 Germany's electricity production reached 631.4 TWh. 1.0
australian	3703	3713	2014	3691	3695	Doc1	POP	0.0	The estimated population for 2014 of the Australian continent is about 36.25 million people. NaN
Mongolia	3755	3763	2007	3794	3798	Doc1	POP	0.0	Mongolia's total population as of July 2007 is estimated by U.S. Census Bureau at 2,951,786 people, ranking at around 138th in the world in terms of population. 1.0
U.S. Census Bureau	3815	3833	2007	3794	3798	Doc1	POP	0.0	Mongolia's total population as of July 2007 is estimated by U.S. Census Bureau at 2,951,786 people, ranking at around 138th in the world in terms of population. NaN
Myanmar	3993	4000	2014	3947	3951	Doc1	POP	0.0	The Provisional results of the 2014 census show that the total population of Myanmar is 51,419,420. NaN
Germany	4035	4042	2011	4057	4061	Doc1	POP	0.0	The last census in Germany took place in 2011, showing a population of 80,219,695, which made it the 16th most populous country. NaN
Germany	4145	4152	9 , 2011	4202	4209	Doc1	POP	0.0	Germany's population was counted to be 80,219,695 on May 9, 2011, making it the 16th most populous country in the world. 1.0
Russia	4266	4272	2014	4338	4342	Doc1	POP	0.0	Russia is one of the few countries with a negative growth rate, and its 2014 population is estimated at 142,072,744, a decrease from 2013’s estimate of 142,572,794. 1.0
Russia	4266	4272	2013	4399	4403	Doc1	POP	0.0	Russia is one of the few countries with a negative growth rate, and its 2014 population is estimated at 142,072,744, a decrease from 2013’s estimate of 142,572,794. 1.0
Russia	4483	4489	2014	4493	4497	Doc1	POP	0.0	There are no official figures for the population of Russia in 2014, but the 2010 census, the results of which were released in late 2011 and early 2012, reports that the official population of Russia was 142,946,800. 1.0
Russia	4483	4489	2010	4507	4511	Doc1	POP	0.0	There are no official figures for the population of Russia in 2014, but the 2010 census, the results of which were released in late 2011 and early 2012, reports that the official population of Russia was 142,946,800. NaN
Russia	4483	4489	2011	4563	4567	Doc1	POP	0.0	There are no official figures for the population of Russia in 2014, but the 2010 census, the results of which were released in late 2011 and early 2012, reports that the official population of Russia was 142,946,800. 1.0
Russia	4483	4489	2012	4578	4582	Doc1	POP	0.0	There are no official figures for the population of Russia in 2014, but the 2010 census, the results of which were released in late 2011 and early 2012, reports that the official population of Russia was 142,946,800. 0.9573908681521305
Russia	4624	4630	2014	4493	4497	Doc1	POP	0.0	There are no official figures for the population of Russia in 2014, but the 2010 census, the results of which were released in late 2011 and early 2012, reports that the official population of Russia was 142,946,800. 0.9983903373438393
Russia	4624	4630	2010	4507	4511	Doc1	POP	0.0	There are no official figures for the population of Russia in 2014, but the 2010 census, the results of which were released in late 2011 and early 2012, reports that the official population of Russia was 142,946,800. 0.9983903373438393
Russia	4624	4630	2011	4563	4567	Doc1	POP	0.0	There are no official figures for the population of Russia in 2014, but the 2010 census, the results of which were released in late 2011 and early 2012, reports that the official population of Russia was 142,946,800. 1.0
Russia	4624	4630	2012	4578	4582	Doc1	POP	0.0	There are no official figures for the population of Russia in 2014, but the 2010 census, the results of which were released in late 2011 and early 2012, reports that the official population of Russia was 142,946,800. 1.0
Singapore	4661	4670	1,000	4681	4686	Doc1	POP	-8402.0	At the time, Singapore had about 1,000 inhabitants. 0.9663169541738994
Vatican	4774	4781	450	4765	4768	Doc1	POP	0.0	The population of Vatican City is about 800 people, of whom over 450 have Vatican citizenship, while the rest have permission to reside there, either temporarily or permanently, without the benefit of citizenship. NaN
India	4987	4992	2011	4959	4963	Doc1	POP	0.0	With 1,210,193,422 residents reported in the 2011 provisional census,[8] India is the world's second-most populous country. NaN
Costa Rica	5305	5315	1970	5188	5192	Doc1	POP	0.0	Since 1970, average life expectancy in the region has climbed from 60 to 74 years, the report noted, rising to 79 years in Costa Rica, Chile and Cuba. 0.9985136618094431
Costa Rica	5305	5315	60 to 74	5249	5257	Doc1	POP	0.0	Since 1970, average life expectancy in the region has climbed from 60 to 74 years, the report noted, rising to 79 years in Costa Rica, Chile and Cuba. 1.0
Chile	5317	5322	1970	5188	5192	Doc1	POP	0.0	Since 1970, average life expectancy in the region has climbed from 60 to 74 years, the report noted, rising to 79 years in Costa Rica, Chile and Cuba. 0.9983903373438393
Chile	5317	5322	79	5293	5295	Doc1	LIFE	84786.0	Since 1970, average life expectancy in the region has climbed from 60 to 74 years, the report noted, rising to 79 years in Costa Rica, Chile and Cuba. 1.0
Cuba	5327	5331	1970	5188	5192	Doc1	POP	0.0	Since 1970, average life expectancy in the region has climbed from 60 to 74 years, the report noted, rising to 79 years in Costa Rica, Chile and Cuba. 0.9983903373438393
Cuba	5327	5331	79	5293	5295	Doc1	LIFE	84786.0	Since 1970, average life expectancy in the region has climbed from 60 to 74 years, the report noted, rising to 79 years in Costa Rica, Chile and Cuba. 1.0
China	5601	5606	2.21 trillion	5618	5631	Doc1	FDI	0.0	China shipped US$2.21 trillion worth of goods, up by 84% since 2009. NaN
China	5601	5606	2009	5664	5668	Doc1	POP	0.0	China shipped US$2.21 trillion worth of goods, up by 84% since 2009. 1.0
Germany	5670	5677	1.516 trillion	5727	5741	Doc1	FDI	0.0	Germany is the third largest exporter in the world with $1.516 trillion exported in 2012. NaN
Germany	5670	5677	2012	5754	5758	Doc1	POP	0.0	Germany is the third largest exporter in the world with $1.516 trillion exported in 2012. 1.0
EU	5767	5769	2004	5762	5766	Doc1	POP	0.0	A 2004 EU entrant of 38 million people, Poland is almost entirely reliant on coal for electricity and heat. NaN
Poland	5800	5806	2004	5762	5766	Doc1	POP	0.0	A 2004 EU entrant of 38 million people, Poland is almost entirely reliant on coal for electricity and heat. NaN
Burundi	5902	5909	200,000	6042	6049	Doc1	CO2	-983718.0	An estimated 10 million people in Burundi, Tanzania, Zambia and the Democratic Republic of Congo depend on the lake, using it for drinking water and for fish, of which up to 200,000 tonnes, mainly sardines, are harvested each year. 0.9317524311840935
Tanzania	5911	5919	200,000	6042	6049	Doc1	CO2	-681363.0	An estimated 10 million people in Burundi, Tanzania, Zambia and the Democratic Republic of Congo depend on the lake, using it for drinking water and for fish, of which up to 200,000 tonnes, mainly sardines, are harvested each year. 0.9450033464706116
Zambia	5921	5927	200,000	6042	6049	Doc1	CO2	-681363.0	An estimated 10 million people in Burundi, Tanzania, Zambia and the Democratic Republic of Congo depend on the lake, using it for drinking water and for fish, of which up to 200,000 tonnes, mainly sardines, are harvested each year. 0.9450033464706116
democratic republic of Congo	5936	5964	200,000	6042	6049	Doc1	CO2	-785744.0	An estimated 10 million people in Burundi, Tanzania, Zambia and the Democratic Republic of Congo depend on the lake, using it for drinking water and for fish, of which up to 200,000 tonnes, mainly sardines, are harvested each year. 0.9591227220692461
US	6128	6130	1.52	6180	6184	Doc1	POP	0.0	Pump price for diesel fuel (US dollar per liter) in Zambia was last measured at 1.52 in 2010, according to the World Bank. NaN
US	6128	6130	2010	6188	6192	Doc1	POP	0.0	Pump price for diesel fuel (US dollar per liter) in Zambia was last measured at 1.52 in 2010, according to the World Bank. 1.0
Zambia	6152	6158	1.52	6180	6184	Doc1	POP	0.0	Pump price for diesel fuel (US dollar per liter) in Zambia was last measured at 1.52 in 2010, according to the World Bank. NaN
Zambia	6152	6158	2010	6188	6192	Doc1	POP	0.0	Pump price for diesel fuel (US dollar per liter) in Zambia was last measured at 1.52 in 2010, according to the World Bank. NaN
World Bank	6211	6221	1.52	6180	6184	Doc1	POP	0.0	Pump price for diesel fuel (US dollar per liter) in Zambia was last measured at 1.52 in 2010, according to the World Bank. NaN
World Bank	6211	6221	2010	6188	6192	Doc1	POP	0.0	Pump price for diesel fuel (US dollar per liter) in Zambia was last measured at 1.52 in 2010, according to the World Bank. NaN
Zimbabwe	6223	6231	47 percent	6333	6343	Doc1	LIFE	-184944.0	Zimbabwe, where life expectancy is around 47 years and 15 percent of the population need food aid, would lose 47 percent; Nigeria -- Africa's most populous nation with a population of 152 million -- and Ethiopia would each lose 46 percent, and Liberia's population would fall by 45 percent. 0.9955183643251099
Nigeria	6345	6352	47 percent	6333	6343	Doc1	LIFE	0.0	Zimbabwe, where life expectancy is around 47 years and 15 percent of the population need food aid, would lose 47 percent; Nigeria -- Africa's most populous nation with a population of 152 million -- and Ethiopia would each lose 46 percent, and Liberia's population would fall by 45 percent. 1.0
Nigeria	6345	6352	152 million	6407	6418	Doc1	POP	660758.0	Zimbabwe, where life expectancy is around 47 years and 15 percent of the population need food aid, would lose 47 percent; Nigeria -- Africa's most populous nation with a population of 152 million -- and Ethiopia would each lose 46 percent, and Liberia's population would fall by 45 percent. 1.0
Africa	6356	6362	47 percent	6333	6343	Doc1	LIFE	0.0	Zimbabwe, where life expectancy is around 47 years and 15 percent of the population need food aid, would lose 47 percent; Nigeria -- Africa's most populous nation with a population of 152 million -- and Ethiopia would each lose 46 percent, and Liberia's population would fall by 45 percent. 1.0
Ethiopia	6426	6434	47 percent	6333	6343	Doc1	LIFE	0.0	Zimbabwe, where life expectancy is around 47 years and 15 percent of the population need food aid, would lose 47 percent; Nigeria -- Africa's most populous nation with a population of 152 million -- and Ethiopia would each lose 46 percent, and Liberia's population would fall by 45 percent. 1.0
Liberia	6467	6474	47 percent	6333	6343	Doc1	LIFE	0.0	Zimbabwe, where life expectancy is around 47 years and 15 percent of the population need food aid, would lose 47 percent; Nigeria -- Africa's most populous nation with a population of 152 million -- and Ethiopia would each lose 46 percent, and Liberia's population would fall by 45 percent. 1.0
Liberia	6467	6474	46 percent	6451	6461	Doc1	INF	0.0	Zimbabwe, where life expectancy is around 47 years and 15 percent of the population need food aid, would lose 47 percent; Nigeria -- Africa's most populous nation with a population of 152 million -- and Ethiopia would each lose 46 percent, and Liberia's population would fall by 45 percent. NaN
Zambia	6581	6587	2012	6603	6607	Doc1	POP	0.0	The latest value for Pump price for diesel fuel (US$ per liter) in Zambia was 1.48 as of 2012. NaN
United States	6613	6626	16.8 trillion	6696	6709	Doc1	FDI	0.0	The United States is the world's largest national economy with a GDP of approximately $16.8 trillion, due to high average incomes, a large population,[6] capital investment, moderate unemployment,[7] high consumer spending,[8] a relatively young population,[9] and technological innovation. 0.9720670368031291
Vietnam	7088	7095	24,570	7104	7110	Doc1	FDI	0.0	The domestic prices of 92-RON, the most commonly used grade of gasoline in Vietnam, is VND 24,570 (US$1.16) a liter on July 17. 1.0
Vietnam	7088	7095	1.16	7115	7119	Doc1	POP	0.0	The domestic prices of 92-RON, the most commonly used grade of gasoline in Vietnam, is VND 24,570 (US$1.16) a liter on July 17. NaN
Vietnam	7088	7095	17	7137	7139	Doc1	POP	0.0	The domestic prices of 92-RON, the most commonly used grade of gasoline in Vietnam, is VND 24,570 (US$1.16) a liter on July 17. 1.0
International Telecommunication Union	7155	7192	2010	7206	7210	Doc1	POP	0.0	accord to the International Telecommunication Union , as of June 2010 , Singapore Internet usage have a 77.8 percent penetration rate , say Dr Sundeep Muppidi of the asian Media Information and Communication Center -lrb- AMIC -rrb- . NaN
Singapore	7213	7222	2010	7206	7210	Doc1	POP	0.0	accord to the International Telecommunication Union , as of June 2010 , Singapore Internet usage have a 77.8 percent penetration rate , say Dr Sundeep Muppidi of the asian Media Information and Communication Center -lrb- AMIC -rrb- . NaN
Sundeep Muppidi	7284	7299	2010	7206	7210	Doc1	POP	0.0	accord to the International Telecommunication Union , as of June 2010 , Singapore Internet usage have a 77.8 percent penetration rate , say Dr Sundeep Muppidi of the asian Media Information and Communication Center -lrb- AMIC -rrb- . NaN
Media Information and Communication Center	7313	7355	2010	7206	7210	Doc1	POP	0.0	accord to the International Telecommunication Union , as of June 2010 , Singapore Internet usage have a 77.8 percent penetration rate , say Dr Sundeep Muppidi of the asian Media Information and Communication Center -lrb- AMIC -rrb- . 1.0
AMIC	7362	7366	2010	7206	7210	Doc1	POP	0.0	accord to the International Telecommunication Union , as of June 2010 , Singapore Internet usage have a 77.8 percent penetration rate , say Dr Sundeep Muppidi of the asian Media Information and Communication Center -lrb- AMIC -rrb- . 1.0
India	7404	7409	2801	7423	7427	Doc1	FDI	0.0	Foreign Direct Investment in India decreased to 2801 USD Million in October of 2014 from 2897 USD Million in September of 2014. NaN
India	7404	7409	2014 from 2897	7454	7468	Doc1	POP	0.0	Foreign Direct Investment in India decreased to 2801 USD Million in October of 2014 from 2897 USD Million in September of 2014. NaN
India	7404	7409	2014	7497	7501	Doc1	POP	0.0	Foreign Direct Investment in India decreased to 2801 USD Million in October of 2014 from 2897 USD Million in September of 2014. 1.0
U.S.	7538	7542	2.7 trillion	7602	7614	Doc1	FDI	0.0	Foreign direct investment (FDI) in U.S. businesses, measured on a cumulative stock basis, reached $2.7 trillion at the end of 2012, which is equivalent to about 16 percent of U.S. gross domestic product. 0.96261366144339
U.S.	7538	7542	2012	7629	7633	Doc1	POP	0.0	Foreign direct investment (FDI) in U.S. businesses, measured on a cumulative stock basis, reached $2.7 trillion at the end of 2012, which is equivalent to about 16 percent of U.S. gross domestic product. 0.7291003171512365
U.S.	7678	7682	2.7 trillion	7602	7614	Doc1	FDI	0.0	Foreign direct investment (FDI) in U.S. businesses, measured on a cumulative stock basis, reached $2.7 trillion at the end of 2012, which is equivalent to about 16 percent of U.S. gross domestic product. 1.0
U.S.	7678	7682	2012	7629	7633	Doc1	POP	0.0	Foreign direct investment (FDI) in U.S. businesses, measured on a cumulative stock basis, reached $2.7 trillion at the end of 2012, which is equivalent to about 16 percent of U.S. gross domestic product. NaN
